subpanel,model,encoding,coupling_strength,seed,resource,performance
b,DV-QRC,Global,0.10000000000000001,6,0.00081763096295067858,-0.039702917123441477
b,DV-QRC,Global,0.10000000000000001,7,0.00012457293438583283,-0.061000930014826489
b,DV-QRC,Global,0.10000000000000001,8,0.0011252745050719778,-0.046794219273600925
b,DV-QRC,Global,0.10000000000000001,9,0.00072546593383661612,-0.049924135708147077
b,DV-QRC,Global,0.10000000000000001,10,0.00042353830565179348,-0.039996931581890861
b,DV-QRC,Global,0.10000000000000001,11,0.00075448819485092792,-0.055347564093138402
b,DV-QRC,Global,0.10000000000000001,12,0.001013636511289279,-0.046133306542826852
b,DV-QRC,Global,0.10000000000000001,13,0.0018924466452008494,-0.038281167560031075
b,DV-QRC,Global,0.10000000000000001,14,0.00062726878043277792,-0.025210477343407655
b,DV-QRC,Global,0.10000000000000001,15,0.0010408505665375158,-0.05005318561641451
b,DV-QRC,Global,0.10000000000000001,16,0.00055709602723887737,-0.077166695134648744
b,DV-QRC,Global,0.10000000000000001,17,0.0008732779963265383,-0.050993839730634156
b,DV-QRC,Global,0.10000000000000001,18,0.00087092282743295494,-0.043642181822224985
b,DV-QRC,Global,0.10000000000000001,19,0.00038915462115584416,-0.060438942475152711
b,DV-QRC,Global,0.21544346900318823,0,0.0053896041284743164,-0.042201484434977315
b,DV-QRC,Global,0.21544346900318823,1,0.0033074078654770343,-0.029965599244792862
b,DV-QRC,Global,0.21544346900318823,2,0.0046367171180329248,-0.033052978002302086
b,DV-QRC,Global,0.21544346900318823,3,0.0080309147399929351,-0.037025768566404292
b,DV-QRC,Global,0.21544346900318823,4,0.0054042725627450943,-0.050423857122619396
b,DV-QRC,Global,0.21544346900318823,5,0.0043398109104234878,-0.034983327034832611
b,DV-QRC,Global,0.21544346900318823,6,0.0062524347416787742,-0.039366258909863193
b,DV-QRC,Global,0.21544346900318823,7,0.0037566218693284837,-0.064067034987157503
b,DV-QRC,Global,0.21544346900318823,8,0.0080233446712203119,-0.048185982915524707
b,DV-QRC,Global,0.21544346900318823,9,0.0062157028106882015,-0.050059341169539195
b,DV-QRC,Global,0.21544346900318823,10,0.0040683726294579361,-0.042701364187146963
b,DV-QRC,Global,0.21544346900318823,11,0.0051589235932660467,-0.0557816410264882
b,DV-QRC,Global,0.21544346900318823,12,0.0060464354559612828,-0.043133431320899286
b,DV-QRC,Global,0.21544346900318823,13,0.0097865964438875481,-0.042641550239728543
b,DV-QRC,Global,0.21544346900318823,14,0.0053364016005838597,-0.024546912763653259
b,DV-QRC,Global,0.21544346900318823,15,0.0041693786916099478,-0.049930259860769467
b,DV-QRC,Global,0.21544346900318823,16,0.0037996819766127009,-0.085635517048711599
b,DV-QRC,Global,0.21544346900318823,17,0.0047513761253429963,-0.053159500326244058
b,DV-QRC,Global,0.21544346900318823,18,0.0093384385471383217,-0.046559033502103588
b,DV-QRC,Global,0.21544346900318823,19,0.0044175642759880429,-0.068280854550673467
b,DV-QRC,Global,0.46415888336127725,0,0.026764420378306709,-0.03947221920533573
b,DV-QRC,Global,0.46415888336127725,1,0.014568670530829275,-0.027331709646482138
b,DV-QRC,Global,0.46415888336127725,2,0.016852300797859054,-0.030468691226908012
b,DV-QRC,Global,0.46415888336127725,3,0.02779491991855635,-0.040891917120764981
b,DV-QRC,Global,0.46415888336127725,4,0.027194783557584611,-0.046890215729854794
b,DV-QRC,Global,0.46415888336127725,5,0.018247743975899101,-0.031949225074518285
b,DV-QRC,Global,0.46415888336127725,6,0.029825592831373322,-0.040874647905120604
b,DV-QRC,Global,0.46415888336127725,7,0.025200493771615443,-0.068756683924436332
b,DV-QRC,Global,0.46415888336127725,8,0.033205777708691715,-0.048865865594279301
b,DV-QRC,Global,0.46415888336127725,9,0.027207467202382627,-0.051528427302624559
b,DV-QRC,Global,0.46415888336127725,10,0.020211775773657788,-0.051988736023071004
b,DV-QRC,Global,0.46415888336127725,11,0.023596828980655887,-0.055491609687332653
b,DV-QRC,Global,0.46415888336127725,12,0.0258094472718851,-0.038498865831066764
b,DV-QRC,Global,0.46415888336127725,13,0.037972450254593629,-0.043918432516219554
b,DV-QRC,Global,0.46415888336127725,14,0.026023912515922797,-0.02534632458465472
b,DV-QRC,Global,0.46415888336127725,15,0.014732192829173762,-0.053543281141984832
b,DV-QRC,Global,0.46415888336127725,16,0.017739682772946172,-0.083912383876808591
b,DV-QRC,Global,0.46415888336127725,17,0.021385110691457331,-0.049700229691743404
b,DV-QRC,Global,0.46415888336127725,18,0.039240363544129887,-0.034136787975897732
b,DV-QRC,Global,0.46415888336127725,19,0.022691061129160965,-0.070181847372023765
b,DV-QRC,Global,1,0,0.076665894801781875,-0.040894136566764182
b,DV-QRC,Global,1,1,0.043722979526365217,-0.033994776378448839
b,DV-QRC,Global,1,2,0.045376655900489726,-0.037011959683578143
b,DV-QRC,Global,1,3,0.072049032515445185,-0.037775705842431249
b,DV-QRC,Global,1,4,0.080674965467399454,-0.048780995507252546
b,DV-QRC,Global,1,5,0.045124426175044773,-0.037995412827164836
b,DV-QRC,Global,1,6,0.084524669319497314,-0.044485655800009051
b,DV-QRC,Global,1,7,0.078942858605980465,-0.079199162186414596
b,DV-QRC,Global,1,8,0.090268381795153424,-0.046267785379705516
b,DV-QRC,Global,1,9,0.073309099804154482,-0.051472836554668056
b,DV-QRC,Global,1,10,0.058877532042247861,-0.070715107694462084
b,DV-QRC,Global,1,11,0.062970302777577855,-0.044229054021955871
b,DV-QRC,Global,1,12,0.072077560718689204,-0.040985218660444529
b,DV-QRC,Global,1,13,0.099447430654125285,-0.043279389991968675
b,DV-QRC,Global,1,14,0.071528675520778254,-0.028054118825399852
b,DV-QRC,Global,1,15,0.033976100493264529,-0.059393123540390523
b,DV-QRC,Global,1,16,0.051648145374952527,-0.069528895271359942
b,DV-QRC,Global,1,17,0.060330367609689586,-0.055276918572778888
b,DV-QRC,Global,1,18,0.098508992592774,-0.029779197117653085
b,DV-QRC,Global,1,19,0.064079542736965492,-0.046183037202668871
b,DV-QRC,Global,2.154434690031882,0,0.13394794071834906,-0.048930296159640542
b,DV-QRC,Global,2.154434690031882,1,0.091623469627557255,-0.038474408156654226
b,DV-QRC,Global,2.154434690031882,2,0.091612538499426063,-0.042955997504583503
b,DV-QRC,Global,2.154434690031882,3,0.12206404914228142,-0.039262113189435344
b,DV-QRC,Global,2.154434690031882,4,0.14816399589214965,-0.055533824242619136
b,DV-QRC,Global,2.154434690031882,5,0.075536232676382348,-0.041203909647963437
b,DV-QRC,Global,2.154434690031882,6,0.14631375669351349,-0.036626534999565384
b,DV-QRC,Global,2.154434690031882,7,0.16087186702847633,-0.066413602678299447
b,DV-QRC,Global,2.154434690031882,8,0.14719674019091084,-0.05029338013238327
b,DV-QRC,Global,2.154434690031882,9,0.13149368978404266,-0.059674100762880773
b,DV-QRC,Global,2.154434690031882,10,0.1214935158065901,-0.056154361215410696
b,DV-QRC,Global,2.154434690031882,11,0.11276163385044902,-0.041919621825279536
b,DV-QRC,Global,2.154434690031882,12,0.13605532187405198,-0.04037810723862359
b,DV-QRC,Global,2.154434690031882,13,0.15846564969579632,-0.03239320928153059
b,DV-QRC,Global,2.154434690031882,14,0.12914992064672989,-0.021810190199015967
b,DV-QRC,Global,2.154434690031882,15,0.067158965930661632,-0.042496626046362763
b,DV-QRC,Global,2.154434690031882,16,0.10098300434315814,-0.057087620445201825
b,DV-QRC,Global,2.154434690031882,17,0.11696927649487526,-0.058466111385239848
b,DV-QRC,Global,2.154434690031882,18,0.14711535768491515,-0.032251109426435574
b,DV-QRC,Global,2.154434690031882,19,0.11969700575544194,-0.045262016495745273
b,DV-QRC,Global,4.6415888336127722,0,0.081255631317012675,-0.074585915091259947
b,DV-QRC,Global,4.6415888336127722,1,0.11245267735419323,-0.048655176501366415
b,DV-QRC,Global,4.6415888336127722,2,0.11605808287383446,-0.035588041528670608
b,DV-QRC,Global,4.6415888336127722,3,0.086574039461611643,-0.041013008025274945
b,DV-QRC,Global,4.6415888336127722,4,0.11305147255309657,-0.05824965387297918
b,DV-QRC,Global,4.6415888336127722,5,0.080416961857256955,-0.048083287781389338
b,DV-QRC,Global,4.6415888336127722,6,0.10370800154351381,-0.037429867127256773
b,DV-QRC,Global,4.6415888336127722,7,0.1643337506735886,-0.051074105954769446
b,DV-QRC,Global,4.6415888336127722,8,0.087516582491040384,-0.04366921933591323
b,DV-QRC,Global,4.6415888336127722,9,0.11686350972312556,-0.057181626248694661
b,DV-QRC,Global,4.6415888336127722,10,0.13981420489339944,-0.042834718939370499
b,DV-QRC,Global,4.6415888336127722,11,0.093512378429669404,-0.040565839935446928
b,DV-QRC,Global,4.6415888336127722,12,0.11085734494460157,-0.038402411806702418
b,DV-QRC,Global,4.6415888336127722,13,0.10053867614299775,-0.038735011711098603
b,DV-QRC,Global,4.6415888336127722,14,0.099690094856522624,-0.032007338174603321
b,DV-QRC,Global,4.6415888336127722,15,0.069072150174188204,-0.04805966829956073
b,DV-QRC,Global,4.6415888336127722,16,0.10367518387649712,-0.052833837772307678
b,DV-QRC,Global,4.6415888336127722,17,0.11212001555132016,-0.049686317554797015
b,DV-QRC,Global,4.6415888336127722,18,0.088848883226061118,-0.041639094357885507
b,DV-QRC,Global,4.6415888336127722,19,0.11055074484551862,-0.047412330164341987
b,DV-QRC,Global,10,0,0.026397736890015993,-0.037351140777367113
b,DV-QRC,Global,10,1,0.041470484494090534,-0.051200147472959832
b,DV-QRC,Global,10,2,0.03332487434064426,-0.041556248864806938
b,DV-QRC,Global,10,3,0.021223005863158752,-0.036292699985149231
b,DV-QRC,Global,10,4,0.027898874529334951,-0.049982272214047184
b,DV-QRC,Global,10,5,0.029737934503135555,-0.034300216843273834
b,DV-QRC,Global,10,6,0.025600863797726182,-0.047884543555981686
b,DV-QRC,Global,10,7,0.046517256911710186,-0.057744620785888628
b,DV-QRC,Global,10,8,0.014175730802675238,-0.057465251707732388
b,DV-QRC,Global,10,9,0.029821657952355494,-0.073732997558977095
b,DV-QRC,Global,10,10,0.047624169577839721,-0.047982780849290953
b,DV-QRC,Global,10,11,0.018679495303429494,-0.033239873241324241
b,DV-QRC,Global,10,12,0.017405427007559,-0.039253589154294243
b,DV-QRC,Global,10,13,0.022500775755509815,-0.041739799792803088
b,DV-QRC,Global,10,14,0.024999394352056063,-0.042690356507480209
b,DV-QRC,Global,10,15,0.016049431833396924,-0.056275982911868756
b,DV-QRC,Global,10,16,0.025758817642034474,-0.059429376634524335
b,DV-QRC,Global,10,17,0.024465580658461918,-0.051378344500223022
b,DV-QRC,Global,10,18,0.02373366631010378,-0.035750290700466779
b,DV-QRC,Global,10,19,0.028676317016917759,-0.038626294716369011
b,CV-QRC,Local,1.0000000000000001e-05,0,0.50006615998193094,-0.17114299308827841
b,CV-QRC,Local,1.0000000000000001e-05,1,0.5000660538194065,-0.17114439861470152
b,CV-QRC,Local,1.0000000000000001e-05,2,0.50006701212722571,-0.17114503893234737
b,CV-QRC,Local,1.0000000000000001e-05,3,0.50006666117720777,-0.17114341985660933
b,CV-QRC,Local,1.0000000000000001e-05,4,0.50006758016587116,-0.17113767331940521
b,CV-QRC,Local,1.0000000000000001e-05,5,0.50006664897470099,-0.17114535315746512
b,CV-QRC,Local,1.0000000000000001e-05,6,0.50006617275877918,-0.17114585509246485
b,CV-QRC,Local,1.0000000000000001e-05,7,0.50006576590679575,-0.17114416251474576
b,CV-QRC,Local,1.0000000000000001e-05,8,0.50006692307517298,-0.17114350896524702
b,CV-QRC,Local,1.0000000000000001e-05,9,0.50006625660888415,-0.17113770861509292
b,CV-QRC,Local,1.0000000000000001e-05,10,0.50006719424072688,-0.17113624074920866
b,CV-QRC,Local,1.0000000000000001e-05,11,0.50006652463264512,-0.17114292019944677
b,CV-QRC,Local,1.0000000000000001e-05,12,0.50006599962867304,-0.17114343984141911
b,CV-QRC,Local,1.0000000000000001e-05,13,0.50006809409561848,-0.17113917104127827
b,CV-QRC,Local,1.0000000000000001e-05,14,0.50006588293283527,-0.17114881189182873
b,CV-QRC,Local,1.0000000000000001e-05,15,0.50006654339738821,-0.17114761734280404
b,CV-QRC,Local,1.0000000000000001e-05,16,0.5000662478034652,-0.1711533092490688
b,CV-QRC,Local,1.0000000000000001e-05,17,0.50006615823897871,-0.1711498987667138
b,CV-QRC,Local,1.0000000000000001e-05,18,0.50006659473590787,-0.17113884032736129
b,CV-QRC,Local,1.0000000000000001e-05,19,0.50006640849271422,-0.17114245365004335
b,CV-QRC,Local,2.1544346900318823e-05,0,0.50006409007384145,-0.17113613111553649
b,CV-QRC,Local,2.1544346900318823e-05,1,0.50006386060806385,-0.17116444461248559
b,CV-QRC,Local,2.1544346900318823e-05,2,0.50006592497888114,-0.17116109428404813
b,CV-QRC,Local,2.1544346900318823e-05,3,0.50006516963526404,-0.17114792003860466
b,CV-QRC,Local,2.1544346900318823e-05,4,0.5000671502253704,-0.17116673309822214
b,CV-QRC,Local,2.1544346900318823e-05,5,0.50006514292624571,-0.1711113955221221
b,CV-QRC,Local,2.1544346900318823e-05,6,0.500064118160507,-0.17117059439032667
b,CV-QRC,Local,2.1544346900318823e-05,7,0.50006324024460502,-0.17112692706452023
b,CV-QRC,Local,2.1544346900318823e-05,8,0.50006573464104664,-0.1711449252518481
b,CV-QRC,Local,2.1544346900318823e-05,9,0.5000642969675847,-0.1711671966953372
b,CV-QRC,Local,2.1544346900318823e-05,10,0.5000663180801771,-0.17110569714987153
b,CV-QRC,Local,2.1544346900318823e-05,11,0.50006487450964632,-0.17111034167009923
b,CV-QRC,Local,2.1544346900318823e-05,12,0.50006374443668478,-0.1711594090762536
b,CV-QRC,Local,2.1544346900318823e-05,13,0.50006825690087575,-0.17116600512272226
b,CV-QRC,Local,2.1544346900318823e-05,14,0.5000634932426713,-0.1711091024461007
b,CV-QRC,Local,2.1544346900318823e-05,15,0.50006491633953121,-0.17109490083078052
b,CV-QRC,Local,2.1544346900318823e-05,16,0.50006427815942855,-0.17115064394504267
b,CV-QRC,Local,2.1544346900318823e-05,17,0.50006408552185178,-0.17114479698316754
b,CV-QRC,Local,2.1544346900318823e-05,18,0.50006502674500353,-0.17110903557159038
b,CV-QRC,Local,2.1544346900318823e-05,19,0.50006462462727475,-0.17116731691978568
b,CV-QRC,Local,4.6415888336127818e-05,0,0.50005963546661292,-0.17114310582470973
b,CV-QRC,Local,4.6415888336127818e-05,1,0.5000591383374281,-0.17114299554080278
b,CV-QRC,Local,4.6415888336127818e-05,2,0.50006358468264045,-0.17114366262292349
b,CV-QRC,Local,4.6415888336127818e-05,3,0.50006196098577049,-0.17120880391939267
b,CV-QRC,Local,4.6415888336127818e-05,4,0.50006623108369486,-0.171143583675853
b,CV-QRC,Local,4.6415888336127818e-05,5,0.5000619015675829,-0.17114359144158153
b,CV-QRC,Local,4.6415888336127818e-05,6,0.50005969768564884,-0.17128191242888177
b,CV-QRC,Local,4.6415888336127818e-05,7,0.50005780165536706,-0.17114329774874712
b,CV-QRC,Local,4.6415888336127818e-05,8,0.5000631815250135,-0.17114378788903906
b,CV-QRC,Local,4.6415888336127818e-05,9,0.50006007616274317,-0.17108858522909665
b,CV-QRC,Local,4.6415888336127818e-05,10,0.50006443476590223,-0.17114374210141947
b,CV-QRC,Local,4.6415888336127818e-05,11,0.5000613209580379,-0.17114373150984521
b,CV-QRC,Local,4.6415888336127818e-05,12,0.50005889092278066,-0.17114360686113952
b,CV-QRC,Local,4.6415888336127818e-05,13,0.50006861246600542,-0.17114365462418923
b,CV-QRC,Local,4.6415888336127818e-05,14,0.50005835024446499,-0.17114321169826333
b,CV-QRC,Local,4.6415888336127818e-05,15,0.50006141608679955,-0.17114298164740829
b,CV-QRC,Local,4.6415888336127818e-05,16,0.50006003634124108,-0.17114327977612157
b,CV-QRC,Local,4.6415888336127818e-05,17,0.50005962282843086,-0.17114337906835039
b,CV-QRC,Local,4.6415888336127818e-05,18,0.50006165363579036,-0.17114336898526972
b,CV-QRC,Local,4.6415888336127818e-05,19,0.50006078543584465,-0.17114300140759822
b,CV-QRC,Local,0.0001,0,0.5000500818880389,-0.17114199710028399
b,CV-QRC,Local,0.0001,1,0.50004898430517875,-0.17114176885112956
b,CV-QRC,Local,0.0001,2,0.50005855338197713,-0.17114319696473648
b,CV-QRC,Local,0.0001,3,0.50005509057727349,-0.17114174053109565
b,CV-QRC,Local,0.0001,4,0.50006430799081714,-0.17114303145681045
b,CV-QRC,Local,0.0001,5,0.50005495043944403,-0.17114304079344808
b,CV-QRC,Local,0.0001,6,0.50005021438058483,-0.17114209206275569
b,CV-QRC,Local,0.0001,7,0.50004612590700181,-0.17114240734333583
b,CV-QRC,Local,0.0001,8,0.50005773848250012,-0.1711434142881493
b,CV-QRC,Local,0.0001,9,0.50005098908218271,-0.17114413661095171
b,CV-QRC,Local,0.0001,10,0.50006040832302745,-0.17114336788819837
b,CV-QRC,Local,0.0001,11,0.50005367822575564,-0.17114334877092033
b,CV-QRC,Local,0.0001,12,0.50004846091303856,-0.17114307856564306
b,CV-QRC,Local,0.0001,13,0.5000694194278662,-0.17114317741960169
b,CV-QRC,Local,0.0001,14,0.50004731430180804,-0.17114222488411632
b,CV-QRC,Local,0.0001,15,0.50005390165629504,-0.17114188195269556
b,CV-QRC,Local,0.0001,16,0.50005091205522989,-0.17114236524799931
b,CV-QRC,Local,0.0001,17,0.50005003075848842,-0.17114258605139288
b,CV-QRC,Local,0.0001,18,0.50005443094280244,-0.17114256195618341
b,CV-QRC,Local,0.0001,19,0.50005252910423803,-0.17114177734154901
b,CV-QRC,Local,0.00021544346900318823,0,0.50002968499014799,-0.16172205124624661
b,CV-QRC,Local,0.00021544346900318823,1,0.50002719247286165,-0.16127325505262838
b,CV-QRC,Local,0.00021544346900318823,2,0.50004777998716521,-0.16116070825725318
b,CV-QRC,Local,0.00021544346900318823,3,0.50004041067753091,-0.16552322303571812
b,CV-QRC,Local,0.00021544346900318823,4,0.50006032477944984,-0.16353112108167697
b,CV-QRC,Local,0.00021544346900318823,5,0.50004008104824438,-0.16380682601308461
b,CV-QRC,Local,0.00021544346900318823,6,0.50002996184693116,-0.16108484239448165
b,CV-QRC,Local,0.00021544346900318823,7,0.50002106657121281,-0.16238428464021828
b,CV-QRC,Local,0.00021544346900318823,8,0.50004618065954887,-0.16282044417790911
b,CV-QRC,Local,0.00021544346900318823,9,0.50003147174086982,-0.16087497033760403
b,CV-QRC,Local,0.00021544346900318823,10,0.50005184019099547,-0.16095293460272542
b,CV-QRC,Local,0.00021544346900318823,11,0.50003727440176737,-0.16201128778630411
b,CV-QRC,Local,0.00021544346900318823,12,0.50002614014528968,-0.16444807985293189
b,CV-QRC,Local,0.00021544346900318823,13,0.50007129286770668,-0.16445752287832091
b,CV-QRC,Local,0.00021544346900318823,14,0.50002371843391735,-0.16349006188709556
b,CV-QRC,Local,0.00021544346900318823,15,0.50003784030695786,-0.16059517433314083
b,CV-QRC,Local,0.00021544346900318823,16,0.50003131835263515,-0.16051663977986222
b,CV-QRC,Local,0.00021544346900318823,17,0.50002945984536551,-0.1615000931049787
b,CV-QRC,Local,0.00021544346900318823,18,0.5000390458727586,-0.16332092483635571
b,CV-QRC,Local,0.00021544346900318823,19,0.50003483570536877,-0.16095931909652525
b,CV-QRC,Local,0.00046415888336127773,0,0.49998656284444609,-0.15593639233144671
b,CV-QRC,Local,0.00046415888336127773,1,0.4999807047248771,-0.16123084748889374
b,CV-QRC,Local,0.00046415888336127773,2,0.50002490296912216,-0.16124340951227342
b,CV-QRC,Local,0.00046415888336127773,3,0.50000960349751233,-0.11630418189778315
b,CV-QRC,Local,0.00046415888336127773,4,0.50005282620386593,-0.11708935033346957
b,CV-QRC,Local,0.00046415888336127773,5,0.50000871028975025,-0.11481503176020318
b,CV-QRC,Local,0.00046415888336127773,6,0.49998718059292779,-0.14329492405817898
b,CV-QRC,Local,0.00046415888336127773,7,0.49996783694719404,-0.1387111239909071
b,CV-QRC,Local,0.00046415888336127773,8,0.50002233218743164,-0.15403921656175501
b,CV-QRC,Local,0.00046415888336127773,9,0.4999896429443072,-0.10817998681418677
b,CV-QRC,Local,0.00046415888336127773,10,0.50003404443324428,-0.13194446282985198
b,CV-QRC,Local,0.00046415888336127773,11,0.50000231708316423,-0.11019305228188768
b,CV-QRC,Local,0.00046415888336127773,12,0.49997866830177601,-0.12276235843202504
b,CV-QRC,Local,0.00046415888336127773,13,0.50007620598911928,-0.15012774523845393
b,CV-QRC,Local,0.00046415888336127773,14,0.49997373214966423,-0.11634023532905204
b,CV-QRC,Local,0.00046415888336127773,15,0.50000389228769382,-0.11479026177930333
b,CV-QRC,Local,0.00046415888336127773,16,0.49998947785965309,-0.16054150935014169
b,CV-QRC,Local,0.00046415888336127773,17,0.49998568379874631,-0.10709633777224993
b,CV-QRC,Local,0.00046415888336127773,18,0.50000675873710487,-0.10354877431674681
b,CV-QRC,Local,0.00046415888336127773,19,0.49999714528682138,-0.15587642045796066
b,CV-QRC,Local,0.001,0,0.49989724262591123,-0.08249746618511801
b,CV-QRC,Local,0.001,1,0.4998820679475986,-0.10237244015356491
b,CV-QRC,Local,0.001,2,0.49997682944069594,-0.10318107521240967
b,CV-QRC,Local,0.001,3,0.4999460444816905,-0.088068382021390557
b,CV-QRC,Local,0.001,4,0.50004043255119468,-0.059010579226490806
b,CV-QRC,Local,0.001,5,0.49994342934444624,-0.089617219332340237
b,CV-QRC,Local,0.001,6,0.49989839665497676,-0.079074282405131133
b,CV-QRC,Local,0.001,7,0.49985567791131019,-0.1013550496912211
b,CV-QRC,Local,0.001,8,0.49997464627581817,-0.088540464179991687
b,CV-QRC,Local,0.001,9,0.49990050280194842,-0.08658472643683586
b,CV-QRC,Local,0.001,10,0.49999793708177609,-0.080567211988643042
b,CV-QRC,Local,0.001,11,0.49992835107681743,-0.087968687738502194
b,CV-QRC,Local,0.001,12,0.49987910124241214,-0.090716306391277257
b,CV-QRC,Local,0.001,13,0.50008999711581925,-0.090098136119126079
b,CV-QRC,Local,0.001,14,0.49986950019401988,-0.092915388493078011
b,CV-QRC,Local,0.001,15,0.49993320872439001,-0.09601684589558783
b,CV-QRC,Local,0.001,16,0.49990052402907409,-0.087456091520691184
b,CV-QRC,Local,0.001,17,0.49989326921085314,-0.091481553966806087
b,CV-QRC,Local,0.001,18,0.49994075989611392,-0.062138407053497435
b,CV-QRC,Local,0.001,19,0.49991766859109854,-0.11497015123630427
b,CV-QRC,Local,0.0021544346900318821,0,0.49972032574173475,-0.045559996973106781
b,CV-QRC,Local,0.0021544346900318821,1,0.49967732599256698,-0.08727788446866748
b,CV-QRC,Local,0.0021544346900318821,2,0.49987937867146365,-0.072384027234704273
b,CV-QRC,Local,0.0021544346900318821,3,0.49982282714281329,-0.064326617099490557
b,CV-QRC,Local,0.0021544346900318821,4,0.50003190273612452,-0.044912566747068061
b,CV-QRC,Local,0.0021544346900318821,5,0.49981393820719366,-0.05784868020090999
b,CV-QRC,Local,0.0021544346900318821,6,0.49972159646938719,-0.060167350964418186
b,CV-QRC,Local,0.0021544346900318821,7,0.49962683694999055,-0.087054024221995471
b,CV-QRC,Local,0.0021544346900318821,8,0.49988932057656604,-0.067357791850899199
b,CV-QRC,Local,0.0021544346900318821,9,0.49971266489332394,-0.066402019347152882
b,CV-QRC,Local,0.0021544346900318821,10,0.49993159670624071,-0.053418044793058762
b,CV-QRC,Local,0.0021544346900318821,11,0.49977579260275251,-0.066096198376644488
b,CV-QRC,Local,0.0021544346900318821,12,0.49967618809845166,-0.061280994430773977
b,CV-QRC,Local,0.0021544346900318821,13,0.500135964413153,-0.059633220630810689
b,CV-QRC,Local,0.0021544346900318821,14,0.49965984440550226,-0.058708259021321957
b,CV-QRC,Local,0.0021544346900318821,15,0.49979182328598742,-0.075122880143581511
b,CV-QRC,Local,0.0021544346900318821,16,0.49971537300870733,-0.069268028059532957
b,CV-QRC,Local,0.0021544346900318821,17,0.49970327211061827,-0.04787114588439037
b,CV-QRC,Local,0.0021544346900318821,18,0.49981442610497046,-0.048403083780936516
b,CV-QRC,Local,0.0021544346900318821,19,0.49975433605376746,-0.085076536275818446
b,CV-QRC,Local,0.0046415888336127772,0,0.49941443789104473,-0.045551942655874263
b,CV-QRC,Local,0.0046415888336127772,1,0.49926780052135289,-0.068553845754923515
b,CV-QRC,Local,0.0046415888336127772,2,0.49969606975893921,-0.05069646896374428
b,CV-QRC,Local,0.0046415888336127772,3,0.49961972482702216,-0.050452747635074235
b,CV-QRC,Local,0.0046415888336127772,4,0.50009752047657141,-0.044919313135548672
b,CV-QRC,Local,0.0046415888336127772,5,0.49958701217912765,-0.050201159762506498
b,CV-QRC,Local,0.0046415888336127772,6,0.49940454482571123,-0.052666017072178627
b,CV-QRC,Local,0.0046415888336127772,7,0.49919871069460464,-0.075363736888945196
b,CV-QRC,Local,0.0046415888336127772,8,0.49978601828125563,-0.067383105289451059
b,CV-QRC,Local,0.0046415888336127772,9,0.49932670470652829,-0.064290660370072375
b,CV-QRC,Local,0.0046415888336127772,10,0.49983787396441798,-0.053417086849539865
b,CV-QRC,Local,0.0046415888336127772,11,0.49947774572958981,-0.056557172631831375
b,CV-QRC,Local,0.0046415888336127772,12,0.49929077485717716,-0.045865233650681771
b,CV-QRC,Local,0.0046415888336127772,13,0.50030645396646045,-0.049661453717389531
b,CV-QRC,Local,0.0046415888336127772,14,0.49927807382256945,-0.05213560700606007
b,CV-QRC,Local,0.0046415888336127772,15,0.49953308639250221,-0.04824395275715565
b,CV-QRC,Local,0.0046415888336127772,16,0.49934308648383813,-0.063805240256819343
b,CV-QRC,Local,0.0046415888336127772,17,0.49933414430778644,-0.047878113457319162
b,CV-QRC,Local,0.0046415888336127772,18,0.49961737331751493,-0.048414430536829277
b,CV-QRC,Local,0.0046415888336127772,19,0.49943860956004404,-0.059866929652956612
b,CV-QRC,Local,0.01,0,0.49907542819378359,-0.045533518637318977
b,CV-QRC,Local,0.01,1,0.49854365230562681,-0.067364778751058618
b,CV-QRC,Local,0.01,2,0.49942625611231445,-0.04826656582731037
b,CV-QRC,Local,0.01,3,0.49944741959899003,-0.050489650820789107
b,CV-QRC,Local,0.01,4,0.50056835451037618,-0.044931807092014421
b,CV-QRC,Local,0.01,5,0.49932641070777406,-0.050205268396222968
b,CV-QRC,Local,0.01,6,0.49900047270087877,-0.052721593210446255
b,CV-QRC,Local,0.01,7,0.49855562297761519,-0.074052998118690552
b,CV-QRC,Local,0.01,8,0.49988589304816938,-0.054089536891619383
b,CV-QRC,Local,0.01,9,0.49859217604079031,-0.06429449138818534
b,CV-QRC,Local,0.01,10,0.4998507560212811,-0.046404052036525069
b,CV-QRC,Local,0.01,11,0.4989806056842343,-0.05658208302041462
b,CV-QRC,Local,0.01,12,0.49869892963210777,-0.045778048537671395
b,CV-QRC,Local,0.01,13,0.50096143564168649,-0.049726058509182436
b,CV-QRC,Local,0.01,14,0.49875929735535768,-0.052163413670309161
b,CV-QRC,Local,0.01,15,0.49917418238462452,-0.048235860723629044
b,CV-QRC,Local,0.01,16,0.4986804471174448,-0.063789684298196592
b,CV-QRC,Local,0.01,17,0.49872866759565987,-0.047891995778355734
b,CV-QRC,Local,0.01,18,0.49950700947239746,-0.048451772345752042
b,CV-QRC,Local,0.01,19,0.49892536050566438,-0.05756940900289343
b,CV-QRC,Local,0.021544346900318822,0,0.4998410737778059,-0.045498416898416737
b,CV-QRC,Local,0.021544346900318822,1,0.4976617728788269,-0.067350031697778381
b,CV-QRC,Local,0.021544346900318822,2,0.49937341277620545,-0.048239077708617677
b,CV-QRC,Local,0.021544346900318822,3,0.50021788378427356,-0.050577128112816783
b,CV-QRC,Local,0.021544346900318822,4,0.50303668756870679,-0.043777719788049653
